INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (78086798, 33930659, 509089, 'Pending', '2023-07-22 23:56:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13885775, 47962762, 882666, 'Pending', '2024-02-07 11:45:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (67654301, 84152679, 174581, 'In Progress', '2024-06-18 02:16:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (82821656, 90275519, 491707, 'In Progress', '2023-11-02 22:59:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (42121337, 85860867, 463214, 'Completed', '2023-08-18 18:01:05.001091', '2023-08-18 18:51:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (37001512, 14991784, 499720, 'Cancelled', '2024-01-25 22:21:05.001091', '2024-01-25 22:31:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (51587328, 76489196, 133689, 'Pending', '2024-04-13 22:03:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (77037823, 89035901, 643380, 'In Progress', '2023-08-06 18:07:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (95906842, 97669304, 347793, 'Cancelled', '2023-10-11 15:22:05.001091', '2023-10-11 15:32:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (51753161, 72417511, 245622, 'Completed', '2023-10-09 12:42:05.001091', '2023-10-09 13:32:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (64856601, 40642709, 795611, 'Cancelled', '2024-05-16 14:23:05.001091', '2024-05-16 14:33:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (78739624, 16120490, 962397, 'Pending', '2023-08-05 12:32:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (80099268, 56779710, 322061, 'Cancelled', '2023-08-05 21:09:05.001091', '2023-08-05 21:19:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (58580526, 95152621, 882666, 'In Progress', '2024-04-17 14:05:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (47049258, 29044137, 995329, 'In Progress', '2023-10-31 18:54:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (60879733, 10162533, 538141, 'Completed', '2024-02-03 01:04:05.001091', '2024-02-03 01:54:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (11067690, 59288624, 685930, 'In Progress', '2023-07-14 20:25:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (83547519, 19359094, 502854, 'Pending', '2024-03-23 18:55:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (42082115, 21215130, 754447, 'Pending', '2024-01-23 00:21:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (75755172, 56600500, 356136, 'Completed', '2023-08-07 23:14:05.001091', '2023-08-08 00:04:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (61639243, 29044137, 245622, 'Cancelled', '2024-01-08 04:54:05.001091', '2024-01-08 05:04:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (70872755, 29606478, 962397, 'Pending', '2023-08-23 14:57:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (66676748, 21879531, 307224, 'Cancelled', '2024-05-15 01:58:05.001091', '2024-05-15 02:08:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (31875690, 99279987, 973965, 'Completed', '2024-01-01 13:17:05.001091', '2024-01-01 14:07:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (32142634, 20676999, 499720, 'Cancelled', '2023-07-22 14:40:05.001091', '2023-07-22 14:50:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (28669385, 61035656, 974709, 'Completed', '2024-01-09 05:55:05.001091', '2024-01-09 06:45:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (62274352, 53278183, 138528, 'Completed', '2024-05-29 02:42:05.001091', '2024-05-29 03:32:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (31793748, 88359435, 973965, 'Cancelled', '2023-08-02 01:59:05.001091', '2023-08-02 02:09:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (48913535, 53844979, 795611, 'Completed', '2024-04-12 08:17:05.001091', '2024-04-12 09:07:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (53839213, 94020234, 347793, 'Cancelled', '2023-06-27 11:42:05.001091', '2023-06-27 11:52:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (60469485, 44106537, 602461, 'Completed', '2023-08-26 19:00:05.001091', '2023-08-26 19:50:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21364224, 92247861, 161174, 'Pending', '2023-09-19 00:48:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (58799638, 40704589, 615126, 'Pending', '2023-10-23 22:43:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (15960617, 61146523, 557849, 'Pending', '2024-03-16 16:37:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (58633853, 86918665, 499720, 'In Progress', '2023-07-24 00:54:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43159814, 88974578, 643380, 'Completed', '2023-06-27 18:36:05.001091', '2023-06-27 19:26:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (41284217, 97155197, 502854, 'In Progress', '2023-12-13 06:57:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (56917862, 14876318, 491707, 'Pending', '2024-01-29 13:07:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (17430975, 86041056, 589694, 'In Progress', '2024-02-13 06:29:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (60192942, 56020740, 133689, 'Cancelled', '2023-11-02 20:28:05.001091', '2023-11-02 20:38:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (74299816, 10349780, 322061, 'Pending', '2023-10-05 20:14:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (64294717, 22932335, 300606, 'In Progress', '2023-08-05 11:47:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (10710541, 55128640, 643380, 'Pending', '2023-06-28 08:22:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (45215938, 65925311, 133689, 'Completed', '2024-01-19 04:54:05.001091', '2024-01-19 05:44:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (68720227, 29044137, 118135, 'Pending', '2023-11-17 04:12:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (61618265, 31177592, 795611, 'Completed', '2024-03-09 02:31:05.001091', '2024-03-09 03:21:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (84866613, 24706168, 206680, 'Completed', '2024-02-06 01:10:05.001091', '2024-02-06 02:00:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (11802099, 32990521, 974709, 'Cancelled', '2023-07-04 17:52:05.001091', '2023-07-04 18:02:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (68233480, 60010969, 298232, 'Completed', '2023-11-25 22:10:05.001091', '2023-11-25 23:00:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (57137271, 83054410, 974709, 'Completed', '2024-04-24 07:30:05.001091', '2024-04-24 08:20:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13142436, 12040893, 589694, 'Cancelled', '2023-12-30 19:17:05.001091', '2023-12-30 19:27:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (97692164, 10732164, 974709, 'Completed', '2024-04-28 09:39:05.001091', '2024-04-28 10:29:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (80496701, 71540153, 307224, 'Pending', '2024-01-03 10:45:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (75413139, 75000430, 509089, 'Completed', '2023-09-20 19:31:05.001091', '2023-09-20 20:21:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (23387296, 65246845, 777768, 'Completed', '2024-03-17 13:57:05.001091', '2024-03-17 14:47:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (40418688, 69164636, 995329, 'In Progress', '2024-02-26 09:18:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (83239597, 27223949, 538141, 'Completed', '2023-07-08 12:15:05.001091', '2023-07-08 13:05:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (78051039, 92689617, 579127, 'In Progress', '2024-05-26 01:27:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (23334929, 43402050, 995329, 'Completed', '2024-02-17 03:20:05.001091', '2024-02-17 04:10:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (50228443, 80480565, 882666, 'Completed', '2023-11-03 06:44:05.001091', '2023-11-03 07:34:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (39202623, 64561322, 463145, 'Completed', '2024-03-14 07:27:05.001091', '2024-03-14 08:17:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (72823753, 64202249, 322061, 'Completed', '2023-11-06 00:21:05.001091', '2023-11-06 01:11:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (31017596, 62952614, 974709, 'In Progress', '2023-09-21 02:00:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (31007649, 97405085, 795611, 'Completed', '2023-08-31 11:08:05.001091', '2023-08-31 11:58:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (99062288, 68126235, 103638, 'In Progress', '2023-07-20 19:18:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (40966002, 91117896, 685930, 'Completed', '2024-04-24 01:04:05.001091', '2024-04-24 01:54:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (29372904, 56823357, 777768, 'Cancelled', '2023-10-18 22:29:05.001091', '2023-10-18 22:39:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (83086611, 88548035, 643380, 'Pending', '2023-11-05 19:43:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (99611474, 92188118, 174581, 'Pending', '2023-12-04 13:28:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (74339466, 41467670, 995329, 'Completed', '2023-06-30 21:32:05.001091', '2023-06-30 22:22:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (17723960, 16555682, 602461, 'Pending', '2023-11-20 16:57:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (99036938, 76322853, 182064, 'Pending', '2024-06-05 18:42:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (35864665, 76168176, 795611, 'Pending', '2023-11-23 11:39:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (44833490, 41115432, 509089, 'Pending', '2023-10-17 12:11:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (30046333, 64372381, 777768, 'Cancelled', '2024-02-02 22:34:05.001091', '2024-02-02 22:44:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (29515641, 62555872, 174581, 'Completed', '2024-04-12 02:36:05.001091', '2024-04-12 03:26:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (93972407, 16404434, 602461, 'Cancelled', '2023-10-25 01:23:05.001091', '2023-10-25 01:33:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86286989, 89168658, 995329, 'In Progress', '2024-05-18 21:53:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (12573421, 22943044, 118135, 'Cancelled', '2023-11-06 21:50:05.001091', '2023-11-06 22:00:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (94444180, 17102087, 978846, 'Cancelled', '2024-01-04 17:21:05.001091', '2024-01-04 17:31:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (82375511, 11029052, 437109, 'Completed', '2023-06-25 11:11:05.001091', '2023-06-25 12:01:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (59772664, 81072192, 307224, 'In Progress', '2024-05-03 05:42:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (38510003, 71719354, 322061, 'In Progress', '2023-07-09 08:42:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (62073689, 66590861, 174581, 'Pending', '2023-09-12 22:02:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (35888710, 53635049, 133689, 'Completed', '2024-06-14 18:04:05.001091', '2024-06-14 18:54:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (49677148, 11541094, 298232, 'Completed', '2023-11-22 02:09:05.001091', '2023-11-22 02:59:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86174809, 37959286, 616687, 'Cancelled', '2023-11-05 17:18:05.001091', '2023-11-05 17:28:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (51092834, 74280792, 509089, 'In Progress', '2023-09-19 07:13:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (77958453, 79525328, 995329, 'Pending', '2023-08-06 04:50:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (40228860, 50669411, 356136, 'In Progress', '2023-07-06 17:52:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (78189169, 23612574, 174581, 'Completed', '2023-10-23 22:26:05.001091', '2023-10-23 23:16:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (26962524, 61855443, 643380, 'In Progress', '2024-05-09 07:42:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (31150703, 17945136, 995329, 'Cancelled', '2024-01-23 07:14:05.001091', '2024-01-23 07:24:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (81786331, 25068906, 300606, 'Pending', '2023-07-04 13:29:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (19812654, 56722171, 133689, 'In Progress', '2023-11-07 08:46:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (42404207, 30854634, 795611, 'Cancelled', '2024-04-18 22:47:05.001091', '2024-04-18 22:57:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (32957518, 70215623, 978846, 'Completed', '2023-08-21 02:55:05.001091', '2023-08-21 03:45:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (89093963, 27118176, 347793, 'Cancelled', '2023-10-04 06:40:05.001091', '2023-10-04 06:50:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (71749358, 18603086, 602461, 'Completed', '2024-04-03 21:37:05.001091', '2024-04-03 22:27:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (93761073, 55178193, 298232, 'Pending', '2024-05-22 10:45:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (15362562, 52837387, 356136, 'Cancelled', '2023-08-24 08:30:05.001091', '2023-08-24 08:40:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (34499122, 73542937, 974709, 'In Progress', '2023-08-04 13:37:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (98134117, 43675136, 978846, 'In Progress', '2024-05-09 17:46:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (85455627, 90530477, 322061, 'In Progress', '2023-10-30 09:04:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (22084450, 81936063, 670719, 'In Progress', '2024-05-24 12:22:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (27599314, 17862607, 206680, 'In Progress', '2023-08-20 10:54:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (59120212, 61752196, 973965, 'Pending', '2024-04-21 01:40:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (82968468, 98656234, 463214, 'Completed', '2024-01-11 14:34:05.001091', '2024-01-11 15:24:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (74969222, 81805349, 245622, 'Cancelled', '2023-08-25 18:34:05.001091', '2023-08-25 18:44:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (45550820, 20422280, 973965, 'In Progress', '2024-05-26 10:11:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (92686588, 27033097, 589694, 'Pending', '2023-10-31 20:26:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (94116750, 51961006, 643380, 'Pending', '2023-08-17 16:48:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (72945126, 73366601, 589694, 'In Progress', '2023-07-17 13:31:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (40996173, 53390178, 538141, 'Pending', '2023-09-25 08:36:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13044878, 27811323, 463214, 'In Progress', '2024-05-04 09:49:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (53757808, 91041063, 347793, 'In Progress', '2023-07-31 00:06:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (99599132, 12373335, 670719, 'In Progress', '2023-09-08 23:32:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (18891689, 77495983, 307224, 'In Progress', '2023-11-24 02:41:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86898024, 51696333, 245622, 'Pending', '2024-04-20 10:07:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (52478377, 21542326, 709925, 'Completed', '2024-01-25 10:37:05.001091', '2024-01-25 11:27:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (72979922, 34457917, 777768, 'Cancelled', '2023-10-16 23:47:05.001091', '2023-10-16 23:57:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13418468, 51075996, 133689, 'In Progress', '2023-12-17 08:59:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (92115954, 85823598, 616687, 'Cancelled', '2024-01-12 02:21:05.001091', '2024-01-12 02:31:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (92373586, 46040478, 754447, 'In Progress', '2024-04-30 14:46:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (22037107, 74768544, 322061, 'Cancelled', '2023-08-01 06:58:05.001091', '2023-08-01 07:08:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (29456429, 50935393, 754447, 'In Progress', '2023-09-05 15:55:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (76879984, 97685892, 174581, 'Completed', '2024-06-11 12:32:05.001091', '2024-06-11 13:22:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (95790217, 92029645, 589694, 'Completed', '2023-11-30 16:26:05.001091', '2023-11-30 17:16:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (82292660, 54863120, 138528, 'Completed', '2023-11-21 23:26:05.001091', '2023-11-22 00:16:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (32322584, 93877689, 795611, 'Completed', '2023-07-08 02:55:05.001091', '2023-07-08 03:45:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (12439078, 77767119, 995329, 'Pending', '2023-11-03 19:47:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (54289993, 44098581, 298232, 'In Progress', '2023-08-16 18:57:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (15764977, 97623498, 356136, 'Cancelled', '2023-07-14 21:17:05.001091', '2023-07-14 21:27:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (19868934, 27765573, 437109, 'Completed', '2024-02-17 07:00:05.001091', '2024-02-17 07:50:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (26639096, 85297527, 685930, 'In Progress', '2023-07-07 18:09:05.001091', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (58144764, 46531710, 643380, 'Completed', '2024-06-17 19:33:05.001091', '2024-06-17 20:23:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (83338276, 72226321, 812358, 'Cancelled', '2023-08-13 09:18:05.001091', '2023-08-13 09:28:05.001091');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (30281428, 33980457, 709925, 'Pending', '2024-03-06 17:27:05.001091', NULL);
