INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (72824099, 491377, '897122', '2024-03-16 05:08:00.175614', 'Pending', 768.5, {'788': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (95920542, 278837, '516536', '2024-02-07 10:19:00.175614', 'In Progress', 638.0500000000001, {'888': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (85880499, 818866, '856996', '2023-07-25 09:33:00.175614', 'Cancelled', 618.1, {'127': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (58930759, 947182, '897122', '2023-10-24 14:37:00.175614', 'Cancelled', 452.04, {'719': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (26264870, 361711, '216182', '2024-02-28 04:01:00.175614', 'Pending', 397.0, {'504': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32417316, 983564, '400851', '2023-10-01 16:40:00.175614', 'In Progress', 366.95, {'974': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (24286662, 942357, '897122', '2024-02-10 19:58:00.175614', 'Completed', 444.0, {'958': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (57672087, 745072, '549469', '2024-01-09 02:25:00.175614', 'Pending', 44.92, {'228': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (99963903, 767711, '202305', '2023-11-19 14:21:00.175614', 'Completed', 693.4000000000001, {'711': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (34338993, 721086, '365193', '2023-08-20 11:43:00.175614', 'Pending', 99.89999999999999, {'274': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (99895387, 874850, '882689', '2024-04-26 00:54:00.175614', 'Completed', 105.12, {'969': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (14398730, 115011, '400851', '2023-12-26 09:58:00.175614', 'Cancelled', 718.08, {'541': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (93849064, 803663, '216182', '2024-01-28 01:44:00.175614', 'In Progress', 534.66, {'954': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (70586728, 144409, '202305', '2023-10-02 07:40:00.175614', 'Cancelled', 269.22, {'495': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (90173902, 361711, '882689', '2023-09-21 04:47:00.175614', 'Completed', 89.64, {'567': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (14318923, 239740, '216182', '2024-04-11 08:53:00.175614', 'In Progress', 270.72, {'647': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (41439823, 884298, '516536', '2023-10-14 10:58:00.175614', 'Completed', 296.68, {'404': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (99528635, 317419, '202305', '2023-08-21 04:55:00.175614', 'In Progress', 155.75, {'783': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (60394340, 301201, '516536', '2024-05-13 18:58:00.175614', 'Pending', 729.2, {'888': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (56007588, 463231, '897122', '2023-11-12 23:33:00.175614', 'In Progress', 212.25, {'537': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (87834325, 136972, '516536', '2023-08-17 18:10:00.175614', 'Pending', 272.6, {'263': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (80606636, 992222, '549469', '2023-11-02 12:59:00.175614', 'In Progress', 60.69, {'537': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (10904887, 947182, '897122', '2024-06-06 02:51:00.175614', 'Pending', 150.68, {'719': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (54785415, 136972, '856996', '2024-01-08 14:02:00.175614', 'Pending', 107.88, {'137': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (27305266, 620178, '400851', '2024-03-10 20:51:00.175614', 'In Progress', 116.30000000000001, {'351': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (40704589, 514555, '216182', '2023-06-24 06:40:00.175614', 'Pending', 450.84000000000003, {'975': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (97203804, 104083, '365193', '2024-05-31 18:27:00.175614', 'Pending', 519.12, {'419': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (61192241, 834031, '365193', '2024-01-23 15:05:00.175614', 'Cancelled', 880.02, {'701': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (36059469, 942357, '161763', '2024-04-20 18:16:00.175614', 'Completed', 120.48, {'755': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (85318842, 685635, '400851', '2024-01-30 21:41:00.175614', 'In Progress', 446.49, {'731': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (59349340, 356008, '161763', '2024-04-18 15:19:00.175614', 'In Progress', 30.12, {'755': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (56480214, 884298, '897122', '2023-07-05 07:09:00.175614', 'In Progress', 83.19, {'113': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (10434253, 192938, '202305', '2023-11-11 03:20:00.175614', 'Completed', 384.72, {'387': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (45084452, 301201, '400851', '2024-06-12 00:07:00.175614', 'Completed', 669.84, {'200': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (30730660, 807907, '897122', '2024-05-13 02:02:00.175614', 'Pending', 368.95000000000005, {'539': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (99002770, 427701, '897122', '2023-10-13 03:21:00.175614', 'Completed', 213.78, {'235': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (81002630, 620270, '161763', '2024-01-02 08:00:00.175614', 'Pending', 210.84, {'755': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (43478106, 482179, '897122', '2023-11-13 12:17:00.175614', 'Pending', 122.16, {'235': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89609992, 678871, '549469', '2024-05-01 16:24:00.175614', 'Completed', 251.04, {'905': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (10627010, 895254, '882689', '2024-06-11 06:04:00.175614', 'Cancelled', 664.4, {'475': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (99089912, 581715, '400851', '2023-07-11 18:41:00.175614', 'Cancelled', 69.78, {'351': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (18953323, 746368, '216182', '2023-12-18 03:42:00.175614', 'Completed', 209.45999999999998, {'333': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (91117896, 444722, '365193', '2024-01-05 18:15:00.175614', 'In Progress', 22.2, {'274': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (43675136, 381440, '856996', '2023-07-08 09:03:00.175614', 'In Progress', 134.18, {'733': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (48342306, 227496, '897122', '2023-07-07 03:35:00.175614', 'Pending', 129.2, {'738': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89501292, 138379, '365193', '2024-02-08 00:35:00.175614', 'Cancelled', 175.08, {'368': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89731585, 538839, '365193', '2024-01-14 02:39:00.175614', 'Pending', 314.7, {'212': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (56787715, 721086, '897122', '2024-02-11 05:49:00.175614', 'In Progress', 388.5, {'958': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (17261910, 878294, '897122', '2023-07-15 12:08:00.175614', 'In Progress', 127.35000000000001, {'537': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (40264592, 658533, '882689', '2024-01-30 18:15:00.175614', 'Cancelled', 631.08, {'699': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (77661469, 909942, '400851', '2023-11-09 07:28:00.175614', 'Completed', 849.2, {'545': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (94804532, 513255, '516536', '2024-01-29 00:18:00.175614', 'Cancelled', 750.72, {'183': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (10621055, 101011, '897122', '2024-02-12 19:46:00.175614', 'In Progress', 368.95000000000005, {'539': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (53844979, 799124, '365193', '2023-09-24 01:45:00.175614', 'Pending', 593.28, {'419': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (13322469, 557467, '161763', '2023-09-15 00:08:00.175614', 'Cancelled', 92.88, {'180': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (74211216, 981654, '216182', '2024-03-09 02:00:00.175614', 'Cancelled', 751.4, {'975': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (45084557, 558560, '882689', '2024-02-04 14:54:00.175614', 'In Progress', 36.77, {'175': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (40818577, 697825, '882689', '2023-09-13 20:57:00.175614', 'Pending', 701.2, {'699': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (90118203, 889484, '516536', '2023-09-11 15:49:00.175614', 'Pending', 476.5, {'552': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (37373591, 981654, '516536', '2024-02-08 03:03:00.175614', 'Cancelled', 258.9, {'593': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (30372364, 232041, '882689', '2024-06-11 18:44:00.175614', 'In Progress', 123.9, {'571': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (78240832, 381440, '216182', '2024-05-01 01:57:00.175614', 'In Progress', 534.66, {'954': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (82292480, 143408, '516536', '2023-11-19 06:40:00.175614', 'Cancelled', 263.31, {'482': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (45315762, 743318, '400851', '2023-10-05 11:34:00.175614', 'Pending', 73.39, {'974': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (91632366, 641539, '516536', '2024-04-17 21:18:00.175614', 'Cancelled', 746.08, {'384': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (94707726, 482179, '897122', '2024-03-30 10:45:00.175614', 'Completed', 339.6, {'537': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (26814980, 481767, '516536', '2023-07-12 22:14:00.175614', 'In Progress', 33.51, {'998': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32334375, 835548, '216182', '2024-03-31 18:48:00.175614', 'Cancelled', 386.72, {'932': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (58306976, 817465, '216182', '2023-11-18 02:34:00.175614', 'In Progress', 158.8, {'504': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (70930671, 115011, '216182', '2023-06-27 09:08:00.175614', 'Completed', 399.3, {'853': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (24841997, 481767, '516536', '2023-08-26 12:29:00.175614', 'Cancelled', 762.4, {'552': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (88577972, 309616, '202305', '2023-10-07 01:57:00.175614', 'In Progress', 120.53999999999999, {'620': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (84177701, 232959, '161763', '2023-10-31 03:58:00.175614', 'Cancelled', 22.75, {'229': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (56644206, 361711, '549469', '2024-03-04 13:08:00.175614', 'Cancelled', 607.86, {'275': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (98278953, 825617, '216182', '2023-07-12 06:48:00.175614', 'Completed', 794.0, {'504': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (14611060, 481767, '856996', '2024-04-01 20:09:00.175614', 'Completed', 670.9000000000001, {'733': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89131285, 916998, '882689', '2023-06-23 01:00:00.175614', 'Pending', 220.62, {'175': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (58297120, 939917, '202305', '2023-09-28 01:27:00.175614', 'Pending', 544.7, {'632': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32090822, 981654, '216182', '2023-12-10 03:22:00.175614', 'Pending', 157.62, {'393': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (43246989, 427701, '549469', '2023-12-20 05:09:00.175614', 'Pending', 56.150000000000006, {'228': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (70073253, 571266, '400851', '2023-10-10 10:21:00.175614', 'In Progress', 440.34000000000003, {'974': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (56357337, 620178, '516536', '2023-12-08 22:50:00.175614', 'Completed', 182.0, {'629': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (20424260, 747898, '897122', '2023-10-10 19:47:00.175614', 'Cancelled', 490.32, {'515': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (34863916, 697825, '400851', '2023-10-13 16:32:00.175614', 'Pending', 220.17000000000002, {'974': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (26976381, 658533, '516536', '2023-08-29 04:26:00.175614', 'Pending', 613.35, {'263': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (99975431, 624595, '549469', '2024-04-11 11:13:00.175614', 'Pending', 38.37, {'919': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (21053290, 302763, '365193', '2023-11-29 08:05:00.175614', 'Pending', 99.89999999999999, {'274': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (98714226, 920393, '882689', '2024-01-27 15:45:00.175614', 'Completed', 196.28, {'603': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (94366551, 221700, '161763', '2024-05-13 07:29:00.175614', 'Pending', 182.0, {'229': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (97341155, 184193, '365193', '2023-12-18 07:34:00.175614', 'In Progress', 222.48, {'419': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (22070411, 221700, '549469', '2024-01-23 13:23:00.175614', 'In Progress', 32.86, {'571': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (98096409, 232041, '516536', '2023-11-05 23:55:00.175614', 'Pending', 746.08, {'384': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (33918263, 884298, '856996', '2024-05-23 11:56:00.175614', 'In Progress', 279.88, {'911': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (79523706, 270807, '882689', '2024-02-21 03:53:00.175614', 'Pending', 139.44, {'922': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (79312131, 541146, '365193', '2024-04-04 00:16:00.175614', 'Completed', 87.54, {'368': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (57534974, 301201, '161763', '2024-05-21 04:31:00.175614', 'Completed', 452.5, {'958': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89295908, 689285, '400851', '2024-05-08 11:16:00.175614', 'In Progress', 84.92, {'545': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (53306098, 551369, '365193', '2024-02-29 17:05:00.175614', 'In Progress', 26.89, {'454': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (38472245, 541146, '897122', '2023-12-15 17:34:00.175614', 'Pending', 53.22, {'337': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (75499729, 232959, '549469', '2024-01-24 03:39:00.175614', 'Cancelled', 997.5, {'925': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (26922582, 381440, '202305', '2023-12-07 03:48:00.175614', 'Completed', 103.32, {'620': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (53493814, 705809, '897122', '2024-03-02 22:57:00.175614', 'Cancelled', 129.4, {'113': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (39456529, 981654, '856996', '2023-07-03 22:42:00.175614', 'In Progress', 654.5, {'127': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (94637019, 916998, '400851', '2024-01-20 20:03:00.175614', 'Pending', 733.9, {'974': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (53297991, 710928, '400851', '2024-06-18 13:10:00.175614', 'Cancelled', 93.04, {'351': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (20549621, 381440, '365193', '2023-11-29 19:27:00.175614', 'Completed', 251.76, {'212': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (24563558, 697825, '216182', '2023-11-23 11:48:00.175614', 'Completed', 166.85999999999999, {'668': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (54564740, 356008, '516536', '2023-08-09 13:02:00.175614', 'Completed', 11.98, {'196': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (77872947, 739748, '882689', '2024-06-12 13:40:00.175614', 'Pending', 882.0, {'911': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (55162666, 624595, '897122', '2023-06-24 09:59:00.175614', 'In Progress', 30.54, {'235': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (96007699, 232959, '202305', '2024-05-17 03:34:00.175614', 'Cancelled', 77.38, {'835': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (56389760, 381440, '216182', '2023-08-17 02:40:00.175614', 'Cancelled', 81.94, {'785': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (55935741, 913559, '856996', '2023-07-27 01:10:00.175614', 'In Progress', 61.81, {'127': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (82056963, 139475, '897122', '2023-11-01 19:02:00.175614', 'Pending', 274.86, {'235': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (86633035, 981654, '897122', '2023-10-02 10:32:00.175614', 'Completed', 75.34, {'719': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (81882916, 463231, '856996', '2024-03-06 01:09:00.175614', 'Completed', 123.48, {'211': 4});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (68580714, 463231, '161763', '2024-04-04 23:04:00.175614', 'Pending', 258.09999999999997, {'914': 5});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (32585547, 238870, '161763', '2023-07-08 10:56:00.175614', 'Cancelled', 141.72, {'780': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (18840840, 357214, '856996', '2024-04-23 09:51:00.175614', 'Pending', 185.43, {'127': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (22442276, 538839, '897122', '2023-06-21 18:58:00.175614', 'In Progress', 155.28, {'113': 6});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (49177701, 130100, '549469', '2024-06-20 07:45:00.175614', 'Completed', 607.86, {'275': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (47851334, 942891, '516536', '2024-02-01 18:11:00.175614', 'Completed', 728.0, {'629': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89242771, 528717, '897122', '2024-02-20 08:00:00.175614', 'Pending', 194.11, {'113': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (94191543, 283172, '202305', '2024-03-18 23:35:00.175614', 'In Progress', 434.20000000000005, {'248': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (91930735, 101011, '549469', '2024-04-01 16:42:00.175614', 'Pending', 98.56, {'498': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (52552566, 571266, '202305', '2023-12-22 08:07:00.175614', 'In Progress', 619.04, {'835': 8});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (77858052, 942357, '897122', '2024-03-06 05:00:00.175614', 'Completed', 55.46, {'113': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (82396252, 880809, '549469', '2023-10-08 11:44:00.175614', 'Pending', 602.01, {'946': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (74280792, 551369, '365193', '2024-04-06 07:33:00.175614', 'Completed', 172.52, {'840': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (88313846, 825617, '897122', '2023-07-18 13:01:00.175614', 'Completed', 70.05, {'108': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (43857003, 514555, '202305', '2024-01-02 22:42:00.175614', 'Completed', 485.38, {'711': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (35266474, 668747, '516536', '2023-07-02 19:54:00.175614', 'Pending', 190.6, {'552': 2});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (61264731, 317419, '161763', '2023-07-14 04:48:00.175614', 'Pending', 100.19999999999999, {'524': 10});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89585774, 689285, '882689', '2024-05-07 02:32:00.175614', 'Cancelled', 98.14, {'603': 1});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (82226094, 714827, '882689', '2023-09-27 13:32:00.175614', 'Completed', 173.46, {'571': 7});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (81528675, 568773, '216182', '2023-09-17 22:07:00.175614', 'Cancelled', 229.41, {'335': 9});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (33659332, 139475, '202305', '2023-11-20 20:45:00.175614', 'In Progress', 294.12, {'723': 3});
INSERT INTO pedidos (pedido_id, cliente_id, restaurante_id, data_hora_pedido, status, total, itens) VALUES (89357727, 620178, '897122', '2024-02-08 10:28:00.175614', 'Completed', 490.32, {'515': 8});
